album_id,album_name,release_date,label,copyrights
spotify:album:0hERdy2d2LN4C9DHULWggN,All the Hits (2019 - Remaster),2020-01-24,BMG Rights Management (UK) Limited,"C © 2019 Dave Clark (London) Limited under exclusive license to BMG Rights Management (UK) Ltd., P ℗ 2019 Dave Clark (London) Limited under exclusive license to BMG Rights Management (UK) Ltd."
spotify:album:1JaidfYjLaRPc9WQq3g5hx,This Is... 1984,2008-08-11,Parlophone UK,"C 2008 Parlophone Records Ltd, a Warner Music Group Company, P 2008 Parlophone Records Ltd, a Warner Music Group Company"
spotify:album:3mumK2ar9b4JPhVOZR0V2p,Finesse (Remix) [feat. Cardi B],2017-12-20,Atlantic Records,"C © 2018 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company, P ℗ 2018 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company"
spotify:album:4RLVTxnuVN5ZWZqBFnaaQt,I Am,1979-06,Columbia/Legacy,"P (P) 1979 Columbia Records, a division of Sony Music Entertainment"
spotify:album:1ydlm89JR8cV8VuSaNvHNL,Fire And Water,1970-06-26,UMC (Universal Music Catalogue),"C © 1970 Universal-Island Records Ltd., P ℗ 1970 Universal-Island Records Ltd."
spotify:album:1uyf3l2d4XYwiEqAb7t7fX,Doo-Wops & Hooligans,2010-10-05,Atlantic Records,"C © 2010 Atlantic Recording Corporation For the United States and WEA International Inc. for the world outside of the United States., P ℗ 2010 Atlantic Recording Corporation For the United States and WEA International Inc. for the world outside of the United States."
spotify:album:3n5Coa56i6foIGITrYGX7o,Hot Pink,2019-11-07,Kemosabe Records/RCA Records,P (P) 2019 Kemosabe Records/RCA Records
spotify:album:2t8Bc4qBseswbwOoHGHK8d,We See The Same Sun,1996,First Class Dancefloor Music,"C 1996 Jens Neumann Entertainment, P 1996 Warner Chappell / Hanseatic"
spotify:album:6dJIhG190Enkw8ukkEupG7,Fame - OST,2009-01-01,Decca (UMO),"C © 2009 Lakeshore Records LLC, P ℗ 2009 Lakeshore Records LLC"
spotify:album:1pFaEu56zqpzSviJc3htZN,"Lemonade (feat. Gunna, Don Toliver & NAV)",2020-08-14,Internet Money Records/ TenThousand Projects,"C © 2020 Internet Money Records / TenThousand Projects, P ℗ 2020 Internet Money Records / TenThousand Projects"
spotify:album:5EEkfRgfYHiFu0lGur6Z6M,COSMIC,2018-04-12,iamcosmic,"C 2018, P 2018"
spotify:album:1E5fWDTBTMXFeSICLvdpH5,Confetti,2009-01-01,Universal Music Australia Pty. Ltd.,"C © 2009 Little Birdy under exclusive license to Eleven: A Music Company, P ℗ 2009 Little Birdy under exclusive license to Eleven: A Music Company"
spotify:album:0RNsFWWdiz1rrdLI1pwbvJ,BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,1997-05-11,Epic,"P 1995, 1997 MJJ Productions, Inc. WARNING: All rights reserved. Unauthorized duplication is a violation of applicable laws."
spotify:album:06HJVlWlwBfMKf8BE0eAHW,Suzi Quatro,1973-10-01,Chrysalis Records,"C 2016 Chrysalis Records Limited, P 1973 Chrysalis Records Limited"
spotify:album:6eQ7vSfXNxJWeLUFeqKt4A,80s Soul (International Version),2001-01-01,Universal Music Group International,"C © 2001 Universal Music International, P This Compilation ℗ 2001 Universal Music International"
spotify:album:0BvoIfpCiKSobLiXF7QOvN,Blondie 4(0)-Ever: Greatest Hits Deluxe Redux / Ghosts Of Download,2013-05-12,"Noble ID, LLC","C © 2014 Noble ID LLC, P ℗ 2014 Noble ID LLC"
spotify:album:16liSbjaxbH0oamsQlqJ4Z,Sticks & Stones,2012-10-02,Syco Music UK,"P Tracks 1, 2, 6-8 & 10 (P) 2011 and Tracks 3-5 & 9 (P) 2012 Simco Limited under exclusive license to Sony Music Entertainment UK Limited"
spotify:album:7h6XeTzy0SRXDrFJeA9gO7,Let Go,2002-08-26,Arista,"P (P) 2002 RCA/JIVE Label Group, a unit of Sony Music Entertainment"
spotify:album:1CwTQl3oL06qrjTithl9lB,#SELFIE,2014-01-01,Universal Music Group,"C © 2014 Dim Mak Inc., P ℗ 2014 Dim Mak Inc."
spotify:album:6WhmlwvALu2hYZMCmjbMGr,Forever,2002-09-09,All Around The World,"C © 2017 Universal Music Operations Limited, P All Around The World Limited; ℗ 2017 Universal Music Operations Limited"
spotify:album:50ohLcH9K98ZMfMDif7HIp,Differently,2009-08-14,Sony Music Entertainment,P (P) 2009 Sony Music Entertainment Australia Pty Ltd.
spotify:album:5yekdvOvjZ0Zptw76gpL95,Anka,1974,Capitol Records,"C © 2011 Capitol Records, LLC, P ℗ 2011 Capitol Records, LLC"
spotify:album:1s9tU91VJt4sU5owi29GD3,True,2013-09-13,Universal Music AB,"C © 2013 Avicii Music AB, under exclusive license to Universal Music AB, P ℗ 2013 Avicii Music AB, under exclusive license to Universal Music AB"
spotify:album:14Gu72n79AHDrcFWJ86mdc,Born To Be Wild (Best Of....),1991-01-01,Universal Music Group,"C © 1991 Geffen Records, P ℗ 1991 Geffen Records"
spotify:album:0FPwLfwQWd91kV5rZTzMlZ,La Bamba / Charlena,1987-06-20,Rhino/Slash,"C © 1987 Slash Records., P ℗ 1987 Slash Records. Marketed by Rhino Entertainment Company, a Warner Music Group Company."
spotify:album:71Orn22uMw2T1DtunlBmia,Quack,2013-01-01,etcetc,"C © 2013 Duck Sauce LLC, P ℗ 2013 Duck Sauce LLC, under exclusive license to etcetc Music Pty Ltd"
spotify:album:25bVTJuPSWiiwdxgjJGRUi,Easy,2020-07-15,EMI Recorded Music Australia Pty Ltd,"C © 2020 Universal Music Australia Pty Ltd., P An EMI Recorded Music Australia Production; ℗ 2020 Universal Music Australia Pty Ltd."
spotify:album:1Vw2uoVkLAJFVViJ1QyK1D,Storm Front,1989-10-17,Columbia,"P (P) 1989 Columbia Records, a division of Sony Music Entertainment"
spotify:album:5Pf2kkz10HySmJjWu2Fhd4,Man Of Colours,1987-09-21,Diva,"C © 2012 Diva Records, P ℗ 2012 Diva Records"
spotify:album:1ZH5g1RDq3GY1OvyD0w0s2,Combat Rock (Remastered),1982,Sony Music UK,P (P) 2013 Sony Music Entertainment UK Limited
spotify:album:6gJ1d3KgMLwEKeck53FYxc,The Best Of Gene Pitney,1984,Musicor Records,"C 1984 Gusto Records Inc., P 1984 Gusto Records Inc."
spotify:album:6TbkWAqqY4nhQnYim61IU8,This Is All Yours,2014-09-22,Infectious,"C 2014 Infectious Music, P 2014 Infectious Music"
spotify:album:5Hw7vceIgo04O7AAq6RCcc,Hits,1996,Bloodlines,"C 1996 Bloodlines, P 1996 Bloodlines"
spotify:album:71Vxpu75TtB7Hy7XoJ6AoQ,Golden Years (M-Phazes Remix),2018-03-16,RCA Records Label,"P (P) 2017 RCA Records, a division of Sony Music Entertainment. In AUS/NZ: (P) 2017 M-Phazes Productions Pty Ltd, under exclusive license to Sony Music Australia"
spotify:album:2yIwhsIWGRQzGQdn1czSK0,Views,2016-05-06,Cash Money Records/Young Money Ent./Universal Rec.,"C © 2016 Young Money Entertainment/Cash Money Records, P ℗ 2016 Young Money Entertainment/Cash Money Records"
spotify:album:4XQBtVjam1VjPqDysAn6kZ,The Ultimate Collection,2012-01-01,EMI Music Australia,"C © 2012 EMI Recorded Music Australia Pty Ltd., P ℗ 2012 EMI Recorded Music Australia Pty Ltd."
spotify:album:0XypvgyeJm4mNjH4QRHmYR,The Best Damn Thing,2007,RCA Records Label,"P (P) 2007 RCA Records, a Unit of SONY BMG MUSIC ENTERTAINMENT"
spotify:album:2pXf6hJ00Jtx4DIywmoh4R,Listen-The Very Best Of,2004-04-01,WM Australia,"C © 2004 Warner Music Australia Pty Limited, P ℗ 2004 Warner Music Australia Pty Limited"
spotify:album:0NLEDUOmZQ4dvh0mIa7iQe,Don't Ask,1994-04-30,Epic,P 1994 Sony Music Entertainment (Australia) PTY. Ltd.
spotify:album:7juWTdmjo0vYywWu8HiQxs,Clarity,2012-01-01,Interscope,"C © 2012 Interscope Records, P ℗ 2012 Interscope Records"
spotify:album:19XhhBi6GNTYYgSrB3hnzA,Fade Into Darkness,2011-07-22,Universal Music AB,"C © 2011 Avicii Music AB, distributed by Universal Music AB, P ℗ 2011 Avicii Music AB, distributed by Universal Music AB"
spotify:album:6GnzWMUyNEETCq6eftD98v,All Summer Long (Mono & Stereo),1964-07-13,Capitol Records,"C © 1964 Capitol Records, LLC, P ℗ 2012 Capitol Records, LLC"
spotify:album:0efvl0HsK2xxttk4IVOJry,Ritual,2019-05-31,"Universal Music, a division of Universal International Music BV","C © 2019 Musical Freedom Label Ltd, under exclusive license to PM:AM Recordings/Universal Music, a division of Universal International Music B.V., P ℗ 2019 Musical Freedom Label Ltd, under exclusive license to PM:AM Recordings/Universal Music, a division of Universal International Music B.V."
spotify:album:2R7c2w7VihO8ouuNAjjOKj,Boom Clap,2015-02-03,Back 40 Entertainment,"C 2015 Back 40 Entertainment, P 2015 Back 40 Entertainment"
spotify:album:0BL67dR6x0CPU7B7J9P8qC,Say You Won't Let Go,2016-09-09,Columbia,P (P) 2016 Sony Music Entertainment Germany GmbH
spotify:album:6j2iyKnqv9GzSXm9opmWfT,Electroman,2011-06-10,Liberator Music,"C 2011 Ultra Records, Inc, P 2011 Ultra Records, Inc"
spotify:album:7p4RmcYD3dBOLmcIV2oxFG,Ain't That Good News (Remastered),1964-03-01,Universal Music Group,"C © 2003 ABKCO Music & Records Inc., P ℗ 2003 ABKCO Music & Records Inc."
spotify:album:5Z5O36p7BivXzkucc0PAfw,Queen Of The Clouds,2014-09-24,Universal Music AB,"C © 2014 Universal Music AB, P ℗ 2014 Universal Music AB"
spotify:album:5YQsoNZvxTZKqsJ2Y7fQjJ,French Kiss,1977-01-01,Capitol Records,"C © 1977 Capitol Records Inc., P ℗ 1977 Capitol Records Inc."
spotify:album:46yTC334aJI4QTv4lkzj3a,Destiny,1978-12-17,Epic,"P (P) 1978 Epic Records, a division of Sony Music Entertainment"
spotify:album:4MCzg1VGNk6C5JEQ2nONYv,You're The Reason-Best Of The MGM Years,2011-09-26,Ace Records,"C 2011 Ace Records, P 2011 Ace Records"
spotify:album:5gb8MAEH9D2EYylqlWNBiK,22,2012-01-01,"Big Machine Records, LLC","C © 2013 Big Machine Records, LLC., P ℗ 2012 Big Machine Records, LLC."
spotify:album:2pM93DS0vpM3wt6ooVx5LS,Ogdens' Nut Gone Flake - 50th Anniversary Edition (2018 Remaster),2018-10-19,Charly | Immediate,"C 2018 Charly Acquisitions Ltd., P 2018 Charly Acquisitions Ltd."
spotify:album:62mLQgDQRUFS65hQZcsKhs,The First Of A Million Kisses,1988,RCA Records Label,P (P)1988 BMG Records (UK) Ltd
spotify:album:10QtKCMNPA48VisBufj8Vf,Born Slippy (Nuxx) [Radio Edit],1995-01-01,Universal Music Group,"C © 2017 Smith Hyde Productions, under exclusive licence to UMC, a division of Universal Music Operations Ltd., P ℗ 1995 Smith Hyde Productions, under exclusive licence to UMC, a division of Universal Music Operations Ltd."
spotify:album:7v4kEpVtppoMm80m43lGzt,Fire of Unknown Origin,1981-10-23,Columbia,"P (P) 1981 Columbia Records, a division of Sony Music Entertainment"
spotify:album:4Qy0SOU9Jg7Td10K68SanP,Buddy Holly,1958,Geffen,"C © 1958 UMG Recordings Inc., P This Compilation ℗ 2015 UMG Recordings Inc."
spotify:album:1rLLyY5p6HXNl2lKzINWp5,Lungs (Deluxe Version),2009,Universal-Island Records Ltd.,"C © 2011 Universal Island Records Ltd. A Universal Music Company., P ℗ 2011 Universal Island Records Ltd. A Universal Music Company."
spotify:album:2RjYiccB99aFRJ8C0QxDf7,Play Hard (feat. Ne-Yo & Akon) [New Edit],2013-03-15,Parlophone (France),"C © 2013 What A Music Ltd, Licence exclusive Parlophone Music France, P ℗ 2013 What A Music Ltd, Licence exclusive Parlophone Music France"
spotify:album:3U75bXq9LhqZoaGoBCXikn,You (with Marshmello & Vance Joy),2021-01-29,Interscope / Friends Keep Secrets / Joytime Collective,"C © 2021 Friends Keep Secrets/Joytime Collective, under exclusive license to Interscope Records, P ℗ 2021 Friends Keep Secrets/Joytime Collective, under exclusive license to Interscope Records"
spotify:album:1JHNRou038CfCC0RZztDz8,747,2014-09-30,Capitol Records Nashville,"C © 2014 Lady A Entertainment, LLC, under exclusive license to Capitol Records Nashville, P ℗ 2014 Lady A Entertainment, LLC, under exclusive license to Capitol Records Nashville"
spotify:album:15Zgvxqql6EPHE3NJlUt0R,Slow Grenade,2020-06-30,Polydor Records,"C © 2020 Polydor Limited, P ℗ 2020 Polydor Limited"
spotify:album:3oAKJWMt9Ol8W5vkOQrBNf,Greatest Hits,2011-01-17,K-Tel,
spotify:album:0rIboYv2HwSCLcTqNSHjJk,Come to This,2014-09-01,Natalie Taylor,"C 2014 Natalie Taylor, P 2014 Natalie Taylor"
spotify:album:3MLzYyjkFBMPTgsso73O36,Payphone,2012-01-01,A&M / Octone Records,"C © 2012 A&M/Octone Records, P ℗ 2012 Interscope Records"
spotify:album:7jRX2j18t3y27prsCvAJo7,The Crunch & Beyond,1978,Shocking Music,"C Toolboxx handelsgesellschaft mbh, P 1978 Shocking Music"
spotify:album:6uNRClJFgtpoSaAS6jUeeV,Essential Oils,2012-11-02,Midnight Oil,P This compilation (P) 2012 Midnight Oils Ents Pty Ltd. under exclusive license to Sony Music Entertainment Australia Pty Ltd.
spotify:album:7fJJK56U9fHixgO0HQkhtI,Future Nostalgia,2020-03-27,Warner Records,"C © 2020 Dua Lipa Limited under exclusive license to Warner Records UK, a division of Warner Music UK Limited, P ℗ 2020 Dua Lipa Limited under exclusive license to Warner Records UK, a division of Warner Music UK Limited, with the exception of track 1 & 2 2019 Dua Lipa Limited under exclusive license to Warner Records UK, a division of Warner Music UK Limited"
spotify:album:3ekkFrfotMsEAKc5g71GHk,From Elvis in Memphis,1969-06-17,RCA/Legacy,P (P) 1969 Sony Music Entertainment
spotify:album:5H0yFEG5FT0tccZRSdNvVU,Harlem Shake,2013-02-12,Mad Decent,"C 2013 Mad Decent, P 2013 Mad Decent"
spotify:album:5jfuIbTeaLhBZxsCVv3QyM,Fast Car,2015-12-04,Universal Music Group,"C © 2015 Jonas Blue Music, under exclusive license to Virgin EMI Records, a division of Universal Music Operations Ltd, P ℗ 2015 Jonas Blue Music, under exclusive license to Virgin EMI Records, a division of Universal Music Operations Ltd"
spotify:album:0SzGQ3f7dFAWVnTafXLB78,I'm Your Little Boy,1970,CNR Music,"C 1970 CNR Music B.V., P 1970 CNR Music B.V."
spotify:album:7kIi4z3UO8ZqH3GVX18p7h,Press Play,2006-10-16,Bad Boy Records,"C © 2006 Bad Boy Records LLC for the United States and WEA International Inc. for the world excluding the United States, South America and Central America., P ℗ 2006 Bad Boy Records LLC for the United States and WEA International Inc. for the world excluding the United States, South America and Central America."
spotify:album:2pKVER4FshWhYv6yk8uIbI,A Bad Girl In Harlem,2013-05-17,RCA Records Label,"P (P) 2013 RCA Records, a division of Sony Music Entertainment"
spotify:album:1g3Ek21j6qDWt2CtravhrX,The Blueprint 3,2009-09-08,Roc Nation / Jay-Z,"C © 2009 S. Carter Enterprises, LLC., Distributed by Roc Nation, P ℗ 2009 S. Carter Enterprises, LLC., Distributed by Roc Nation"
spotify:album:0gdQF4mVBPjv5hhjtoe3hM,It Never Rains In Southern California,1972-08-16,Legacy Recordings,P (P) 1972 Sony Music Entertainment
spotify:album:3gPlX9Zs3tXZZKNCyoOkSm,Midnight Love,1982-10-01,Columbia/Legacy,P (P) 1982 Sony Music Entertainment
spotify:album:3f8tUCF1ThwqtNdifZiExM,Cry Like a Rainstorm Howl Like the Wind (feat. Aaron Neville),1989,Iconic Artists Group,"C © 1989 Iconic Artists Group, P ℗ 1989 Iconic Artists Group"
spotify:album:7CzrzGbCwqT8Y43tvIUPBX,Days Are Gone (Deluxe Edition),2013-01-01,Polydor Records,"C © 2013 HAIM Productions Inc., under exclusive licence to Polydor Records, a division of Universal Music Operations Ltd, P ℗ 2013 HAIM Productions Inc., under exclusive licence to Polydor Records, a division of Universal Music Operations Ltd"
spotify:album:1T6UGHbfP4JTTVTglIrybh,Rockin' 70's (Vol. 2),1996-05-03,MCA Nashville,"C © 1996 UMG Recordings, Inc., P This Compilation ℗ 1996 UMG Recordings, Inc."
spotify:album:5S28EQPpZzfvnzYsUToHrN,Roll On,2000-11-27,BMG Rights Management (Australia) Pty Ltd.,"C © 2018 BMG Rights Management (Australia) Pty Ltd., P ℗ 2018 BMG Rights Management (Australia) Pty Ltd."
spotify:album:4ySZGS82e7hHMzRgXYF3C9,Moral of the Story,2020-02-12,Mom+Pop,"C 2020 Mom+Pop, P 2020 Mom+Pop"
spotify:album:3tD94EmwfRLAX1SaZQvDhC,Be Mine,2016-11-25,Elektra France,"C © 2016 Ofenbach Music, licence exclusive Elektra France / Warner Music France, A Warner Music Group Company, P ℗ 2016 Ofenbach Music, licence exclusive Elektra France / Warner Music France, A Warner Music Group Company"
spotify:album:5oXBmKbyJeQftWMo87cQ9F,Vampire Weekend,2008-01-27,XL Recordings,"C 2008 Vampire Weekend Inc., under exclusive licence to XL Recordings, P 2008 Vampire Weekend Inc., under exclusive licence to XL Recordings"
spotify:album:67Z7w609Vojpt24nG2GVMW,I Am Happy,2010-01-01,Universal Music Group,"C © 2010 Universal International Music B.V., P ℗ 2010 Universal International Music B.V."
spotify:album:1B6ouOVXoCsjMeF8Zpc4y2,Old Rivers,1962-01-01,Universal Music Group,"C © 1962 Capitol Records Nashville, P ℗ 1962 Capitol Records Nashville"
spotify:album:1VV4tdUYIjRlhKxu1gMw4d,Back In The High Life,1986-06-30,UMC (Universal Music Catalogue),"C © 1986 Universal Music Operations Limited, P ℗ 1986 Universal Music Operations Limited"
spotify:album:143gTr5lD4xuFizXLs64P2,This Town,2016-09-29,Universal Music Group,"C © 2016 Neon Haze Music Ltd, Under Exclusive License To Capitol Records, P ℗ 2016 Neon Haze Music Ltd, Under Exclusive License To Capitol Records"
spotify:album:1Jv2AqzhgsduUik2p4k3cS,Some Girls,1978-06-09,Polydor Associated Labels,"C © 2011 Promotone B.V., under exclusive licence to Universal Music International B.V., P ℗ 2011 Promotone B.V., under exclusive licence to Universal Music International B.V."
spotify:album:4HPdvrPf9RGfJ2hNYrODpC,R.E.D. (Deluxe Edition),2012-01-01,Island Def Jam/Motown,"C © 2012 Motown Records, a Division of UMG Recordings, Inc., P ℗ 2012 Motown Records, a Division of UMG Recordings, Inc."
spotify:album:3mn8mLqRknZCD8o7Ruy4BN,EV3,1997-06-17,Atlantic Records,"C © 1997 Elektra Entertainment Group, A Division of Warner Communications Inc. for the United States and WEA International Inc. for the world outside of the United States., P ℗ 1997 Elektra Entertainment Group, A Division of Warner Communications Inc. for the United States and WEA International Inc. for the world outside of the United States."
spotify:album:63iWSELt9V1kV6RSMxN7Ii,Changes,2020-02-14,RBMG/Def Jam,"C © 2020 Def Jam Recordings, a division of UMG Recordings, Inc., P ℗ 2020 Def Jam Recordings, a division of UMG Recordings, Inc."
spotify:album:3PlYLejxpxhtJcynfE08vE,Unmasked,1980-05-20,Casablanca Records,"C © 1997 Kiss Catalog, Ltd., P ℗ 1980 The Island Def Jam Music Group"
spotify:album:79x0PRGIZv33znrCkPkCZ5,No Secrets,1972,Rhino/Elektra,"C © 1972 Elektra Entertainment, P ℗ 1972 Elektra Entertainment, manufactured and marketed by Rhino Entertainment Company"
spotify:album:2zpSj5iBkyxYy9uEVA4ucY,Welcome To The Neighbourhood,1995,EMI Catalogue,"C © 2011 Virgin Records Limited, P ℗ 2011 Virgin Records Limited"
spotify:album:66tdakDRt0qVv2dnEjr5KK,Cliff Richard/Don't Stop Me Now,1965,Parlophone UK,"C © 2002 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2002 Parlophone Records Ltd, a Warner Music Group Company"
spotify:album:41zXjyVr6dzmchWf8tv3UO,Black & Blue,2000-11-21,Jive,P (P) 2000 Zomba Recording LLC
spotify:album:0ppgISkILz6Fg104pLNFru,Robyn,2005-04-29,Konichiwa Records,"C 2017 Konichiwa Records / Inertia Music, P 2017 Konichiwa Records / Inertia Music"
spotify:album:1PD3hNs0PRMtOeU11DPpim,Counting Down The Days,2005-04-04,Brightside Recordings,P (P) 2005 Brightside Recordings a division of Blue Sky music Ltd under exclusive license to SONY BMG MUSIC ENTERTAINMENT (UK) Limited.
spotify:album:6wPXUmYJ9mOWrKlLzZ5cCa,The Game (Deluxe Remastered Version),1980-06-27,Hollywood Records,"C © 2011 Hollywood Records, Inc., P ℗ 2011 Hollywood Records, Inc."
spotify:album:6ppF24fU5pqbPrPuK5zVnS,Tonight,2009-01-27,Domino Recording Co,"C 2009 Domino Recording Co Ltd, P 2009 Domino Recording Co Ltd"
spotify:album:4bBKX4VnpwdytjZKlOSnXo,Who I Am,2007-11-20,Columbia,P (P) 2007 SONY BMG MUSIC ENTERTAINMENT (AUSTRALIA) PTY LIMITED
spotify:album:3zGFU1Eq1SCPkmYGmuCCxB,Dance Vault Remixes,2006-05-30,RCA Records Label,"P (P) 2006 RCA Records, a unit of SONY BMG MUSIC ENTERTAINMENT"
spotify:album:3kpkQJB2e5R1Ktr8lTs8yf,Rhythm of Youth,1982,Bulldog Brothers,"C 1981 Bulldog Brothers, P 1981 Bulldog Brothers"
spotify:album:0iFKQKmkSxKjoKvI6j45to,The Secret Life Of...,2005-10-18,Sire/Warner Records,"C © 2005 Sire Records. Marketed by Warner Records Inc., A Warner Music Group Company., P ℗ 2005 Sire Records. Marketed by Warner Records Inc., A Warner Music Group Company."
